time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,objectives
00:00 ~ 00:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1517,0.9724358974358974,1560,75077
00:00 ~ 00:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9862179487179488,3120,75077
01:00 ~ 01:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1512,0.9692307692307692,1560,75072
01:00 ~ 01:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9846153846153847,3120,75072
02:00 ~ 02:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1437,0.9211538461538461,1560,74997
02:00 ~ 02:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9605769230769231,3120,74997
03:00 ~ 03:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1415,0.907051282051282,1560,74975
03:00 ~ 03:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9535256410256411,3120,74975
04:00 ~ 04:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1397,0.8955128205128206,1560,74957
04:00 ~ 04:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9477564102564102,3120,74957
05:00 ~ 05:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1340,0.8589743589743589,1560,74900
05:00 ~ 05:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9294871794871795,3120,74900
06:00 ~ 06:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1257,0.8057692307692308,1560,74817
06:00 ~ 06:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9028846153846154,3120,74817
07:00 ~ 07:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1492,0.9564102564102565,1560,75052
07:00 ~ 07:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9782051282051282,3120,75052
08:00 ~ 08:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1508,0.9666666666666667,1560,74145
08:00 ~ 08:59,0,1,5,경기 안양시 동안구 평촌동,15,Depot_Gimpo_Airport,22999,6899,0.3423184983101918,24559,74145
08:00 ~ 08:59,0,2,15,Depot_Gimpo_Airport,2,서울 양천구 목동,3771,3667,0.4261913166254854,28330,74145
08:00 ~ 08:59,0,3,2,서울 양천구 목동,9,서울 양천구 목동_1,3796,3796,0.49399240490568386,32126,74145
08:00 ~ 08:59,0,4,9,서울 양천구 목동_1,17,Depot_Kintex,1406,1406,0.5152093522605272,33532,74145
08:00 ~ 08:59,0,5,17,Depot_Kintex,6,서울 양천구 신정동,97,93,0.5164887448333284,33629,74145
08:00 ~ 08:59,0,6,6,서울 양천구 신정동,7,서울 구로구 구로동,950,916,0.5287891494837907,34579,74145
08:00 ~ 08:59,0,7,7,서울 구로구 구로동,1,서울 강서구 화곡동,1054,1019,0.5417450116465075,35633,74145
08:00 ~ 08:59,0,8,1,서울 강서구 화곡동,18,Depot_Gwang_Myeong,3359,3359,0.5812217890849405,38992,74145
08:00 ~ 08:59,0,9,18,Depot_Gwang_Myeong,16,Depot_Beom_Gye,11482,11482,0.6764869041486706,50474,74145
09:00 ~ 09:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1492,0.9564102564102565,1560,73812
09:00 ~ 09:59,0,1,5,경기 안양시 동안구 평촌동,15,Depot_Gimpo_Airport,22999,6899,0.34166700598558575,24559,73812
09:00 ~ 09:59,0,2,15,Depot_Gimpo_Airport,8,서울 강서구 등촌동,3199,2775,0.4022624108365156,27758,73812
