time,vehicle_id,step,from_node,from_name,to_node,to_name,real_distance,cost,efficiency,total_real_distance,objectives
00:00 ~ 00:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
01:00 ~ 01:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
02:00 ~ 02:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1437,0.9211538461538461,1560,56997
02:00 ~ 02:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9605769230769231,3120,56997
03:00 ~ 03:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1415,0.907051282051282,1560,56975
03:00 ~ 03:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9535256410256411,3120,56975
04:00 ~ 04:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1397,0.8955128205128206,1560,56957
04:00 ~ 04:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9477564102564102,3120,56957
05:00 ~ 05:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1340,0.8589743589743589,1560,56900
05:00 ~ 05:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9294871794871795,3120,56900
06:00 ~ 06:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1257,0.8057692307692308,1560,56817
06:00 ~ 06:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9028846153846154,3120,56817
07:00 ~ 07:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
08:00 ~ 08:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
09:00 ~ 09:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
10:00 ~ 10:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
11:00 ~ 11:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
12:00 ~ 12:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1423,0.9121794871794872,1560,56983
12:00 ~ 12:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9560897435897436,3120,56983
13:00 ~ 13:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
14:00 ~ 14:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1380,0.8846153846153846,1560,56940
14:00 ~ 14:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9423076923076923,3120,56940
15:00 ~ 15:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
16:00 ~ 16:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
17:00 ~ 17:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
18:00 ~ 18:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
19:00 ~ 19:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
20:00 ~ 20:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
21:00 ~ 21:59,0,0,16,Depot_Beom_Gye,5,경기 안양시 동안구 평촌동,1560,1423,0.9121794871794872,1560,56983
21:00 ~ 21:59,0,1,5,경기 안양시 동안구 평촌동,16,Depot_Beom_Gye,1560,1560,0.9560897435897436,3120,56983
22:00 ~ 22:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
23:00 ~ 23:59,0,0,16,Depot_Beom_Gye,16,Depot_Beom_Gye,0,0,0.0,0,57000
